# orbital-overhaul telemetry v3
# build=1.0.0.38
# overrides=ON
# telemetryInterval=15
# rows=136
# source=this run
# levers=telemetryCapture=1
t,level,score,hp,speed,rapidLeft,tripleLeft,magnetLeft,engineLeft,guardLeft,scoopLevel,rapidPicked,triplePicked,healthPicked,magnetPicked,enginePicked,scoopPicked,guardPicked,dmgDebris3,dmgDebris2,dmgDebris1,dmgHunter3,dmgHunter2,dmgHunter1,dmgUfoBodyLarge,dmgUfoBodySmall,dmgUfoShotLarge,dmgUfoShotSmall,chainLen,cargoMax,delivered,deliveryScore,cargoDamageEvents,cargoSevers,debrisKills,hunterKills,saucerKills,hunterCoalesced,deflects,hitsTaken,scoreRepairBonus,scoreScoopBonus,debugRun,resumedRun
1890.002800000833,10,545795,160,259.53608188504023,0,12,0,0,0,4,43,56,16,21,17,28,14,150,35,140,120,135,450,0,0,0,15,19,20,1073,210775,0,87,484,984,51,86,0,32,55000,9000,false,false
1905.0023000008914,10,553620,185,341.0452743029906,0,30,0,0,0,4,44,57,16,21,17,28,14,150,35,140,120,135,450,0,0,0,15,6,20,1084,212700,6,93,492,1008,51,88,0,32,55000,9000,false,false
1920.0019000009493,10,563820,210,126.76067608781428,0,16,0,0,0,4,44,58,16,21,17,28,14,150,35,140,120,135,450,0,0,0,15,3,20,1084,212700,12,99,498,1053,51,91,0,32,55000,9000,false,false
1935.0014000010062,10,569520,210,223.18336538515135,33,0,0,0,0,4,45,58,16,21,17,28,14,150,35,140,120,135,450,0,0,0,15,4,20,1084,212700,15,102,498,1077,51,93,0,32,55000,9000,false,false
1950.0009000010637,10,570870,235,283.1485671995202,0,0,0,0,0,4,45,58,16,21,17,28,14,150,35,140,120,135,450,0,0,0,15,11,20,1088,213050,15,102,500,1081,51,93,0,32,55000,9000,false,false
1965.000400001122,10,572995,160,391.4743979038676,0,0,0,5.818300000000298,0,4,45,58,16,21,18,28,14,150,35,140,120,180,480,0,0,0,15,3,20,1099,214975,15,102,500,1081,52,95,0,34,55000,9000,false,false
1980.0061000011797,10,575470,160,458.4334904426027,0,30,0,7.375799999999898,0,4,45,59,16,21,19,28,14,150,35,140,120,180,480,0,0,0,15,12,20,1114,217450,15,102,500,1081,52,95,0,34,55000,9000,false,false
1995.005600001235,10,584870,155,20.04643993300175,0,0,0,0,0,3,45,59,16,21,19,28,14,150,35,140,120,180,510,0,0,0,15,2,20,1114,217450,16,103,501,1123,53,95,0,35,55000,9000,false,false
2010.0051000012936,10,587870,155,25.304736028135473,0,76,0,0,0,3,45,62,16,21,19,28,14,150,35,140,120,180,510,0,0,0,15,2,20,1114,217450,16,103,501,1135,53,95,0,35,55000,9000,false,false
2025.0047000013492,10,593420,150,263.37832374617585,0,57,0,0,0,3,45,62,16,21,19,28,14,150,35,140,120,180,540,0,0,0,15,20,20,1114,217450,20,107,502,1158,53,97,0,36,55000,9000,false,false
2040.0043000014077,10,597420,175,247.2821452583558,37,49,0,0,2,3,46,62,17,21,19,28,15,150,35,140,120,180,540,0,0,0,15,12,20,1126,219700,0,107,502,1166,53,98,0,36,55000,9000,false,false
